c_d_dep,departamento,c_d_mun,municipio,grupo_de_cultivo,subgrupo_de_cultivo,cultivo,desagregaci_n_regional_y,a_o,periodo,rea_sembrada_ha,rea_cosechada_ha,producci_n_t,rendimiento_t_ha,estado_fisico_produccion,nombre_cientifico,ciclo_de_cultivo
85,CASANARE,85263,PORE,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,2,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
19,CAUCA,19548,PIENDAMO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,28,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
19,CAUCA,19110,BUENOS AIRES,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,10,9,36,4.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
19,CAUCA,19760,SOTARA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,7,4,36,9.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
19,CAUCA,19300,GUACHENE,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,3,3,14,4.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
19,CAUCA,19845,VILLA RICA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,2,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
20,CESAR,20001,VALLEDUPAR,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,713,713,5704,8.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
20,CESAR,20400,LA JAGUA DE IBIRICO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,430,430,2150,5.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
20,CESAR,20621,LA PAZ,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,300,300,3000,10.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
20,CESAR,20570,PUEBLO BELLO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,105,103,830,8.06,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
20,CESAR,20770,SAN MARTIN,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,90,80,640,8.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
20,CESAR,20443,MANAURE,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,65,65,500,7.69,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
20,CESAR,20013,AGUSTIN CODAZZI,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,60,40,320,8.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
20,CESAR,20228,CURUMANI,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,33,33,231,7.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
20,CESAR,20517,PAILITAS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,30,30,240,8.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
20,CESAR,20238,EL COPEY,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,18,18,144,8.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
20,CESAR,20750,SAN DIEGO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,16,16,120,7.5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
20,CESAR,20178,CHIRIGUANA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,12,12,84,7.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
20,CESAR,20045,BECERRIL,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,11,11,91,8.27,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
20,CESAR,20614,RIO DE ORO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,3,3,24,8.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
25,CUNDINAMARCA,25320,GUADUAS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,50,50,750,15.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
25,CUNDINAMARCA,25599,APULO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,45,40,120,3.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
25,CUNDINAMARCA,25368,JERUSALEN,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,30,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
25,CUNDINAMARCA,25718,SASAIMA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,29,21,110,5.24,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
25,CUNDINAMARCA,25506,VENECIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,15,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
25,CUNDINAMARCA,25436,MANTA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,10,10,80,8.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
25,CUNDINAMARCA,25299,GAMA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,7,4,15,3.75,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
25,CUNDINAMARCA,25524,PANDI,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,5,3,12,4.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
25,CUNDINAMARCA,25823,TOPAIPI,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,2,2,2,1.14,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
25,CUNDINAMARCA,25807,TIBIRITA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,2,1,2,1.74,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41676,SANTA MARIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,32,29,580,20.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41306,GIGANTE,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,26,19,190,10.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41660,SALADOBLANCO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,23,3,24,8.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41020,ALGECIRAS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,21,12,132,11.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41244,ELIAS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,20,17,136,8.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41551,PITALITO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,18,13,104,8.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41298,GARZON,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,15,10,115,11.5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41396,LA PLATA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,15,11,189,17.2,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41078,BARAYA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,10,8,72,9.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41359,ISNOS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,8,6,42,7.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41799,TELLO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,6,6,60,10.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41319,GUADALUPE,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,6,5,55,11.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41206,COLOMBIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,5,5,60,12.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41524,PALERMO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,5,4,36,9.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41797,TESALIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,2,1,8,10.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41503,OPORAPA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,1,1,7,7.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
44,LA GUAJIRA,44855,URUMITA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,94,77,308,4.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
44,LA GUAJIRA,44874,VILLANUEVA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,54,44,188,4.27,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
44,LA GUAJIRA,44090,DIBULLA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,42,34,177,5.21,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
44,LA GUAJIRA,44110,EL MOLINO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,39,37,159,4.3,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
44,LA GUAJIRA,44001,RIOHACHA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,35,28,137,4.89,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
44,LA GUAJIRA,44420,LA JAGUA DEL PILAR,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,26,24,96,4.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
44,LA GUAJIRA,44650,SAN JUAN DEL CESAR,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,21,17,68,4.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
44,LA GUAJIRA,44279,FONSECA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,13,13,55,4.23,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
44,LA GUAJIRA,44078,BARRANCAS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,10,10,40,4.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
44,LA GUAJIRA,44378,HATO NUEVO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,8,8,40,5.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
44,LA GUAJIRA,44098,DISTRACCION,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,4,4,16,4.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
50,META,50270,EL DORADO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,64,36,511,14.19,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
50,META,50400,LEJANIAS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,44,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
50,META,50001,VILLAVICENCIO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,25,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
50,META,50313,GRANADA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,4,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
52,NARIÑO,52079,BARBACOAS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,6,5,25,5.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
52,NARIÑO,52473,MOSQUERA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,6,6,81,13.5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
52,NARIÑO,52490,OLAYA HERRERA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,3,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
54,NORTE DE SANTANDER,54385,LA ESPERANZA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,35,30,369,12.3,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
54,NORTE DE SANTANDER,54261,EL ZULIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,30,30,442,14.98,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
54,NORTE DE SANTANDER,54109,BUCARASICA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,29,29,512,17.96,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
54,NORTE DE SANTANDER,54003,ABREGO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,23,23,162,7.04,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
54,NORTE DE SANTANDER,54051,ARBOLEDAS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,11,11,110,10.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
54,NORTE DE SANTANDER,54418,LOURDES,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,10,10,120,12.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
54,NORTE DE SANTANDER,54239,DURANIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,7,7,75,10.7,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
54,NORTE DE SANTANDER,54518,PAMPLONA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,5,5,40,8.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
63,QUINDIO,63130,CALARCA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,200,98,828,8.43,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
63,QUINDIO,63470,MONTENEGRO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,124,80,723,9.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
63,QUINDIO,63594,QUIMBAYA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,88,66,421,6.41,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
63,QUINDIO,63001,ARMENIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,81,76,755,10.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
63,QUINDIO,63401,LA TEBAIDA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,63,54,460,8.57,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
63,QUINDIO,63548,PIJAO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,41,30,220,7.33,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
63,QUINDIO,63302,GENOVA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,17,8,40,5.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
63,QUINDIO,63690,SALENTO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,16,9,73,8.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
63,QUINDIO,63111,BUENAVISTA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,14,14,114,8.28,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
63,QUINDIO,63190,CIRCASIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,12,11,52,4.94,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
63,QUINDIO,63272,FILANDIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,12,9,60,6.67,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
63,QUINDIO,63212,CORDOBA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,1,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
66,RISARALDA,66001,PEREIRA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,404,395,3555,9.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
66,RISARALDA,66440,MARSELLA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,150,50,1000,20.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
66,RISARALDA,66075,BALBOA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,83,38,150,4.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
66,RISARALDA,66088,BELEN DE UMBRIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,51,46,253,5.5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
66,RISARALDA,66383,LA CELIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,36,15,149,10.29,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
66,RISARALDA,66400,LA VIRGINIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,23,19,114,6.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
66,RISARALDA,66594,QUINCHIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,15,8,65,8.13,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
66,RISARALDA,66045,APIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,10,5,50,10.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
66,RISARALDA,66687,SANTUARIO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,10,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
68,SANTANDER,68235,EL CARMEN DE CHUCURI,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,1093,1013,8554,8.44,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
68,SANTANDER,68689,SAN VICENTE DE CHUCURI,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,468,413,2891,7.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
68,SANTANDER,68385,LANDAZURI,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,350,290,3150,10.86,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
68,SANTANDER,68615,RIONEGRO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,300,270,2700,10.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
68,SANTANDER,68575,PUERTO WILCHES,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,65,60,650,10.83,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
68,SANTANDER,68190,CIMITARRA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,45,30,360,12.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
68,SANTANDER,68092,BETULIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,39,37,370,10.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
68,SANTANDER,68245,EL GUACAMAYO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,3,1,10,8.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
68,SANTANDER,68820,TONA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,2,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
70,SUCRE,70508,OVEJAS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,240,240,1605,6.69,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
70,SUCRE,70230,CHALAN,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,26,26,125,4.81,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73283,FRESNO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,3724,2113,20496,9.7,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73443,MARIQUITA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,920,905,8869,9.8,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73026,ALVARADO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,350,200,1250,6.25,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73270,FALAN,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,180,130,1300,10.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73043,ANZOATEGUI,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,160,60,624,10.4,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73168,CHAPARRAL,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,160,80,1760,22.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73411,LIBANO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,153,20,160,8.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73861,VENADILLO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,148,143,930,6.5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73520,PALOCABILDO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,138,50,500,10.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73504,ORTEGA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,137,125,875,7.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73678,SAN LUIS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,125,94,752,8.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73675,SAN ANTONIO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,120,85,340,4.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73686,SANTA ISABEL,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,108,100,940,9.4,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73616,RIOBLANCO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,104,60,480,8.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73001,IBAGUE,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,96,68,544,8.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73408,LERIDA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,94,86,344,4.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73622,RONCESVALLES,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,90,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73067,ATACO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,80,50,240,4.8,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73055,ARMERO (GUAYABAL),FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,75,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73854,VALLE DE SAN JUAN,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,65,50,480,9.6,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73152,CASABIANCA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,35,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73624,ROVIRA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,30,30,360,12.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73555,PLANADAS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,27,24,190,7.92,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73870,VILLAHERMOSA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,25,25,100,4.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73347,HERVEO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,13,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73873,VILLARRICA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,12,9,59,6.5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73352,ICONONZO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,3,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73483,NATAGAIMA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,2,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
76,VALLE DEL CAUCA,76126,CALIMA EL DARIEN,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,199,198,2970,15.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
76,VALLE DEL CAUCA,76122,CAICEDONIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,184,169,2028,12.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
76,VALLE DEL CAUCA,76622,ROLDANILLO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,132,132,1808,13.7,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
76,VALLE DEL CAUCA,76054,ARGELIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,111,88,704,8.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
76,VALLE DEL CAUCA,76890,YOTOCO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,98,18,189,10.5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
76,VALLE DEL CAUCA,76036,ANDALUCIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,62,50,410,8.2,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
76,VALLE DEL CAUCA,76020,ALCALA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,55,55,358,6.5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
